id,Q01,Q02,Q03,Q04,Q05,Q06->Problem Understanding,Q06->Conceptual Understanding,Q06->Code Generation,Q06->Debugging,Q06->Runtime Analysis,Q06->Syntax,Q06->Documentation,Q06->Test Cases,Q6Add,Q7->1: Very Difficult ... 5: Very Easy,Q8->1: Not helped at all ... 5: Helped very well,Q9->1: Inadequate ... 5: Highly Adequate,Q10->1: Very Dissatisfied ... 5: Very Satisfied,Q11->1: Unlikely ... 5: Very Likely,Q12,Q13,Q14
238,3 : Moderate (1-2 Years),1 : Yes,2 : Daily,2 : 15-30 minutes,1 : Web Interface,0,0,1,1,0,1,1,1,Ich nutze ChatGPT besonders für eine schnelle und gebündelte Recherche um einen ersten Eindruck zu bekommen. ,5,5,3,4,5,"1. Bei einem Problem kann ChatGPT schnell und gebündelt mögliche Lösungsvorschläge geben. Vor ChatGPT habe ich für eine längere Zeit verschiedene Blogs/Dokumentationen durchsucht und bin in den meisten Fällen nicht unbedingt zu einer Lösung gekommen.   2. Ich nutze ChatGPT oft um ein Codefragment welches ich geschrieben habe effizienter zu gestalten und eine neue Art und Weise zu erlenen, ein Problem zu lösen. Manchmal möchte ich etwas im Code umsetzen aber mir fehlen die nötigen ""Werkzeuge"". Mit dem vorgeschlagenen Code vom ChatGPT kann ich den Code dann auf meinen konkreten Anwendungsfall anpassen. Somit kann ich meine Programmierkenntnisse erweitern und meinen Style verbessern. Ich nutze ChatGPT also wie einen Tutor/Betreuer dem ich Fragen stelle.  3. Debugging! Manchmal hätte ich wahrscheinlich einen ganzen Tag über einem Fehler gebrütet. Wenn ich nach einer angemessenen Zeit den Fehler nicht selbst finde, frage ich ChatGPT, verstehe warum der Fehler aufgetreten ist und wenn er das nächste mal kommt, weiß ich selbst wie ich ihn zu lösen habe. ","1. Man sollte nicht zu gemütlich werden.   2. Generierter Code von ChatGPT der länger als nur ein paar Zeilen ist sollte nie nie niemals einfach eingesetzt werden sondern immer vorab getestet. Ansonsten hat man Fehler oder der Code macht etwas ganz anderes, als man über den Prompt gefordert hat. Wenn man dann anknüpften an den ChatGPT Code den Code erweitert, kann es zu Problemen kommen.   3. Manchmal verrent sich ChatGPT mit den vorherigen Fragen die man bereits erstellt hat in einer Ecke, aus der nur noch falsche Antworten kommen. Es ist ratsam den Chat regelmäßig zu leeren oder zu wechseln. ",ChatGPT ist ein mächtiges Tool für Programmierer wenn man es richtig nutzt. Ich nutze ChatGPT täglich auf der Arbeit wenn ich gerade etwas am programmieren bin. Es macht den Prozess schneller und spart daher Arbeitszeit. ChatGPT ist jedoch nie die universelle Wahrheit sondern nur die statistisch gesehen beste Antwort.
239,1 : None,1 : Yes,3 : Weekly,4 : More than 60 minutes,1 : Web Interface,1,1,0,1,0,0,0,0,,4,5,2,4,5,"Kann einem code Passagen genauer erklären, die man nicht versteht.  Ist teilweise wie ein persönlicher Tutor, dem man Fragen stellen kann. Verbessert das Vertständnis enorm.  Wenn ich keinen habe mit dem ich mich Unterhalten kann lässt er mich nie im Stich :)","Cappt sehr gerne  Teilweise beruht er auf falschen Antworten selbst, wenn man ihn auf seine Fehler hinweist.  Ist nicht immer verlässlich, sollte nur als weiteres Hilfsmittel dienen von vielen. Also man sollte auch alles hinterfragen was er einem zurückgibt.",Hilft sehr im Studium und ist nur weiter zu empfehlen!
240,2 : Limited (<1 Year),2 : No,1 : Never,1 : Less than 15 minutes,1 : Web Interface,0,0,1,0,0,0,0,0,,3,3,3,3,3,,,
241,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,1,0,0,0,0,0,0,,5,5,3,4,2,"Dient als eine weitere Quelle für Definitionen.  Kann Beispiele zeigen, falls man etwas nicht versteht.  Kann auf spezifischere Beispiele eingehen.",Kann zu schwierigeren Problemen nicht weiter helfen.  Gibt manchmal nicht richtige Definitionen an.  Man muss immer seine Antworten hinterfragen.,"Hilft einem manchmal sehr, auch nicht nur in schulischen Sachen.  "
242,2 : Limited (<1 Year),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,0,0,0,,4,4,3,4,3,"ChatGPT hat mir mehrmals geholfen Inhalte zu verstehen, mit denen ich nichts anfangen konnte. Es konnte meine Programme auf Fehler überprüfen. Es kann auch kontrete Antworten geben.",ChatGPT versteht manchmal erst nach paar Eingaben was es zu tun hat.   Es kommen ab und zu Antworten die überhaupt keinen Sinn ergeben.   Es ist begrenzt.,
243,2 : Limited (<1 Year),2 : No,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,0,0,0,0,0,0,0,Habe es bisher hauptsächlich zum Lieder schreiben benutzt oder mir etwas erklären zu lassen.,4,1,3,4,3,"Es hilft ganz gut bei verständnis Problemen.  Hilft, wenn man etwas schreibt und man Probleme hat voran zu kommen, aufgrund von einer kreativen Blockade.  Man kann es gut nutzen, um Schreibfehler oder ähnliches zu finden um diese zu verbessern",,
244,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,0,0,0,0,0,0,0,,3,4,2,3,4,-Erklären von verschiedenen Dingen  -Code „effizienter“ machen   -Wenn man nicht weiß wie man weiter machen soll kann man es dort „erfragen“ (natürlich sollte man die Lösung hinterfragen),-Läuft nicht fehlerfrei   -Die AI kann einige Dinge einfach nicht verstehen   -Visuele Ausgaben wie z.B. Diagramme sind nicht gut,"Ich habe gehört das die neue Version für die man monatlich zahlt wohl gut sein soll, habe sie allerdings nicht selber also kann ich nicht wirklich beurteilen ob das stimmt."
245,1 : None,2 : No,3 : Weekly,3 : 30-60 minutes,1 : Web Interface,1,1,0,0,0,0,0,0,"Also hauptsächlich benutze ich chat gpt um wenn ich gar nicht mehr weiter weiß um mir zu helfen und frage dann auch immer was jeder z.B codeschnipsel jeweils bewirkt,   um so auch etwas dabei zu lernen..",5,5,3,3,3,,,
246,2 : Limited (<1 Year),1 : Yes,5 : Rarely,4 : More than 60 minutes,1 : Web Interface,1,0,1,0,0,0,1,0,,4,2,1,2,2,kann code erklären wenn man diesen nicht versteht  hat das potential fehler zu finden die man übersieht   praktisch einfach zu kopieren,"unverlässlich, mir ist SEHR oft passiert das er eine antwort gibt die komisch wirkt und wenn ich nachhake sagt entschuldigung das war falsch und eine komplett andere antwort gibt, woher soll ich wissen was richtig ist?    schlecht wenn man nicht programmieren kann, da chatgpt einen code ausgeben kann der zwar funktioniert also keine fehler aufwirft aber etwas komplett anderes macht, wer keine ahnung von programmieren hat und den code nicht versteht könnte diesen einfach übernehmen und das wäre fatal     dumm? oftmals wenn es um probleme aus dem MINT - Bereich geht versteht chatgpt nicht was es tun soll oder sagt es wäre zu komplex ",
247,1 : None,1 : Yes,1 : Never,1 : Less than 15 minutes,1 : Web Interface,1,1,1,0,0,1,1,1,,5,4,4,4,4,"Einfach, schnell, gibt Antworten zu allem möglichen","anmeldung erforderlich, nachfrage nach name und geburtsdatum und oft fehler",
248,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,1,1,1,0,0,0,0,,4,4,4,3,3,Simple Anwendung  Einfache Erklärung komplexer Themen   Zeitersparnis,Fragen werden nicht immer korrekt versanden   Fehleranfälligkeit  Prompten muss gekonnt sein,/
249,2 : Limited (<1 Year),1 : Yes,2 : Daily,1 : Less than 15 minutes,1 : Web Interface,0,0,0,0,0,0,1,0,,5,4,3,4,3,,,
250,1 : None,1 : Yes,5 : Rarely,1 : Less than 15 minutes,1 : Web Interface,0,1,0,0,0,0,1,1,,5,3,2,3,5,"Man kann sich Ideen vom möglichen Programmen anzeigen lassen und so über diese Ausgabe verstehen wie man eine Aufgabe lösen kann, an der man nicht mehr weiter gekommen ist.  Man kann sich Zeit sparen, indem man Testfälle generieren lässt.  Man kann sein Programm korrigieren lassen, damit man wenigstens die richtige Lösung hat.",Von Zeit zu Zeit versteht Chatgpt die Aufgabenstellung nicht.  Erklärungen können ungenau bis falsch sein.  Man kann nicht immer verstehen warum Chatgpt das macht was es macht. ,
251,1 : None,1 : Yes,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,1,0,0,0,1,0,0,,3,4,3,3,4,"-Schnelle Lösung für ein Problem  -Wenn man einfach nicht mehr weiter weißt, hilft es schon   -Verständlich dargestellt","-Man bekommt nicht immer die Antworten, die man haben will  -Das Laden dauert manchmal etwas  -Formulierung einer Frage, damit man die richtige Antwort bekommt",
252,1 : None,1 : Yes,3 : Weekly,3 : 30-60 minutes,1 : Web Interface,1,1,0,0,0,0,1,0,,4,4,3,3,4,Erkenntnisse von neuen Methode,Sehr allgemein ,
253,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,0,0,0,0,0,0,,5,3,1,1,3,"Positiv überrascht hat mich chatgpt in dem Fach Biologie, da es mir in den meisten Fällen helfen konnte und die Antworten auch größtenteils richtig waren. Auch bei mathematischen Problemen konnte mir chatgpt oft helfen.","Wenn man chatgpt fragt, ein Programm zu erstellen ist dieses häufig falsch. Teilweise gibt es auch fehlerhafte Antworten auf einfachere Fragen. Man muss häufig seine Fragen in kleinere Teilfragen ordnen, damit chatgpt diese versteht.","Ich hoffe, dass es bald ein update gibt, welches die Funktion verbessert."
254,3 : Moderate (1-2 Years),1 : Yes,1 : Never,1 : Less than 15 minutes,1 : Web Interface,1,1,1,1,1,1,1,1,,5,3,4,4,3,"Schnelle Antworten.  Orintiert sich nach dem bisherigen Chatverlauf.  Wenn man die Fragen klar formuliert und diese nicht zu komplex sind, dann kann man in der Regel mit einer zufriedenen Antwort rechnen.","Bei mehrfacher Nachfrage zur Anwendung von PEP-8 hat ChatGPT ständig den gleichen Code ausgegeben.  Ich habe ChatGPT aufgefordert mir den iterativen Code in einen rekursiven umzuwandeln, was er getan hat, aber der Code bzw. die Ergebnisse der Tests haben sich geändert.  Der code von ChatGPT zur Aufgabe 2 war falsch, merhmals, aber die Denkweise des Codes war richtig, der Code hat nur viel mehr Teil-Strings als Happy-Strings bewertet, als es eigentliche waren. Z. B. einzelne Ziffer wurden als Happy-String bewertet.",
255,2 : Limited (<1 Year),2 : No,1 : Never,1 : Less than 15 minutes,1 : Web Interface,0,1,1,0,0,0,0,0,,3,3,2,2,2,"Bei spezifsichen Fragen, hat man oft eine gute Antwort bekommen  ChatGPT hat auch seine Antwort meistens gut erklären können  ","Meistens war die Ausgabe am Anfang falsch bzw hat nicht zur Aufgabenstellung gepasst.  Auch wenn man die Aufgabenstellung verbessert hat war es am Ende oft falsch.  Es gibt eine Funktion die eine andere Ausgabe zur Frage ausgibt, dieses war aber oft auch nicht hilfreich.",
256,2 : Limited (<1 Year),2 : No,5 : Rarely,1 : Less than 15 minutes,1 : Web Interface,1,0,0,0,0,0,0,0,Dazu habe ich nichts zu sagen.,5,3,4,5,5,"ChatGPT ist schnell, leicht zugänglich und einfach zu bedienen.","ChatGPT macht Fehler. Man muss selber nachschauen, ob es korrekt ist. ChatGPT kann einem nur begrenzt helfen. ChatGPT vertsteht manchmal nicht, was man braucht.",Nein danke
257,1 : None,1 : Yes,2 : Daily,1 : Less than 15 minutes,1 : Web Interface,1,0,0,1,0,0,0,0,,2,2,2,2,2,er hört auf das was man sagt.  wenn man ihn auf seine fehler aufmerksam macht entschuldigt er sich und korrigiert seine antwort dann.  man kann von chatgpt auch beispielaufgaben generieren lassen.,er macht manchmal fehler.  sonst nichts,
258,2 : Limited (<1 Year),2 : No,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,0,1,0,0,0,1,,4,3,3,4,4,"- Lösungen zu sehr spezifischen Problemen, die man ansonst bei Internet rescherchen nicht findet  ","- Ist nicht immer einfach zu wissen, ob die Antworten richtig sind  - Quellen fehlen   ",Datenschutz Probleme
259,1 : None,1 : Yes,4 : Montly,1 : Less than 15 minutes,1 : Web Interface,1,1,0,1,0,1,0,0,,4,3,2,3,3,"ChatGPT basiert auf einer umfangreichen Trainingsdatenbasis und kann daher eine breite Palette von Themen abdecken.  ChatGPT kann dazu verwendet werden, kreative Ideen oder Ansätze zu generieren.  Das Modell kann in verschiedenen Sprachregistern und Stilen kommunizieren, was es flexibel für unterschiedliche Anwendungsfälle macht. ","Das Modell spiegelt die Daten wider, mit denen es trainiert wurde, und kann daher unbeabsichtigt falsche oder veraltete Informationen wiedergeben.  Chatgpt Kenntnisse basieren auf Daten bis Januar 2022  Die Qualität der Antworten kann stark von der Art und Weise abhängen, wie die Frage formuliert wird.",
260,1 : None,1 : Yes,4 : Montly,1 : Less than 15 minutes,1 : Web Interface,0,1,1,1,0,0,0,0,,5,3,3,4,5,- Generieren von Codefragmenten   - schnelles Nachschlagen von Informationen  - Begriffe erklären lassen ,- oftmals falsche Informationen   - Umformen bei Rechnungen nicht korrekt    - komplexere Codefragmente oft nicht lauffähig ,
261,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,3 : 30-60 minutes,1 : Web Interface,1,1,1,0,0,0,0,0,,5,4,4,4,5,"- ChatGPT gibt meistens richtige Ansätze an, z.B. für mathematische Aufgaben  - Aufgaben können ohne Weiteres in das Eingabefeld von ChatGPT kopiert werden, ohne diese z.B. formatieren oder umformulieren zu müssen  - Code Generierung ist fast immer größtenteils richtig, d.h. die Struktur und der Aufbau des Codes sind korrekt  - man kann zu absolut jedem Thema Fragen stellen und erhält ohne aufwendige Recherche in Sekunden Antworten","- Details sind oft nicht richtig, z.B. auch bei Generierung von Code oder beim Lösen von mathematischen Aufgaben  - auch nach Hinweis auf den Fehler von ChatGPT wird dennoch die selbe Antwort bzw. der selbe Code als Antwort ausgegeben    ",
262,2 : Limited (<1 Year),1 : Yes,2 : Daily,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,0,0,0,0,,5,3,4,3,5,"1) Einfach zu benutzen, gute UI   2) Gibt bei einfacheren Programmen oder kleineren Programmteilen sehr gute Vorschläge  3) Gibt Code in ready-to-use Form aus, sodass man es direkt kopieren und testen kann","1) Wenn Chatgpt eine falsche Antwort gibt und davon überzeugt ist, kommt man damit nie zur richtigen Lösung  2) Versteht sehr große Codes weniger  3) Bei jedem neuen Problem einen neuen chat starten, sonst können die vorherigen itrrelevanten Fragen die Ausgabe beeinflussen",Nein
263,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,0,0,1,0,0,1,1,,4,3,3,4,3,ChatGPT hat ein sehr großes Wissen über alle möglichen Dinge    ChatGPT gibt blitzschnelle Antworten    ChatGPT kann selbst die schwer verständlichsten Dinge auf eine leichte Weise erklären,"ChatGPT gibt oft falsche Antworten, wenn die Fragen zu komplex werden    ChatGPT hat nicht viel Ahnung über aktuelle Dinge und was aktuell in der Welt aktuell ist    ChatGPT ist sehr oft down und ist nicht nutzbar",ChatGPT hat mein Leben für das positive verändert und ich verdanke ChatGPT sehr viel Hilfe in der Schule und auch in der Uni
264,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,2 : API Integration (e.g. IDE Plugins like CodeGPT),0,1,0,1,0,0,1,0,,4,3,3,3,3,Es kann bei der Korrektur von Fehlern in meinem Code sehr hilfreich sein  Viele akademische Begriffe werden erklärt, ChatGPT macht Fehler oft auch,
265,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,0,0,1,0,,5,5,4,4,5,"Chatgpt can teach me as a patient teacher. I can always ask the  problem until solve it. For example, when I want to count  the each element in a list, but I don't know  which function to use, I can ask Chatgpt.  Then get give me the answer:Counter and give me a example  to help me understand it.  ","When I have a problem, I don't think about it for as long as I used to, I just go and ask a ChatGPT. It made me dependent on it.",
266,1 : None,1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,0,1,0,1,0,1,1,0,,3,3,2,3,2,,,
267,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,3 : 30-60 minutes,1 : Web Interface,1,1,0,0,0,0,0,0,,4,4,3,3,4,Die schnellen Antworten  Die einfachen Erklärungen  Die genaue Reformulierung der Fragen (meistens),Ab und zu ungenaue Reformulierungen  Falsche Erklärung (ab und zu),
268,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,0,0,0,,5,4,3,4,2,Gibt bei einfachen Fragen meistens auch richtige Antworten.  Erleichtert generelle Problemlösung.  Kann repetive Aufgaben übernehmen.  ,Ausgaben sind nicht immer richtig und widersprechen sich gelegentlich.  Komplexere Probleme müssen eher in kleinere leichtere unterteilt werden.  Ist voreingenommen bei nicht rein technischen Themen.  ,"Um die offizielle Schnittstelle von ChatGPT zu nutzen muss man sich registrieren, was ich für problematisch halte. "
269,1 : None,1 : Yes,5 : Rarely,1 : Less than 15 minutes,1 : Web Interface,1,1,0,0,0,1,0,0,,4,4,3,4,2,"genaue Beschreibung, Erklärung von Schritten, strukturierte Formatierung ","versteht nicht immer das Problem richtig, es bedarf detaillierter Fragestellung um ein Problem lösen zu können, aussagen widersprechen sich gelegentlich ",
270,1 : None,1 : Yes,2 : Daily,1 : Less than 15 minutes,1 : Web Interface,0,0,1,0,0,0,0,0,Gelegentliche Recherche von nützlichen build-in Funktionen bzw. schlüsselwörtern,5,3,3,4,5,- All Zeit bereit bei Fragen  - Kann auf jede Kleinigkeit eingehen  - Merkt sich den Chat und beruht zukünftige Antworten auf diese,"- Rechnen fällt ChatGPT schwer  - Wenn er beispielsweise einen falschen Code generiert, man ihn darauf hinweist, wiederholt er meist den gleichen Fehler  - Manchmal sind Nachts die Server ausgelastet",Nein :)
271,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,0,1,0,0,0,0,,3,4,3,3,4,"Unterstützung bei der Erfassung wichtiger Informationen in langen Aufgabenstellungen    Hilfe beim Debugging    Sinnvolles / hilfreiches Feedback, wenn ich danach frage, was ich an meiner Lösung noch verbessern kann, um die Aufgabe besser zu erfüllen","Manchmal werden Antworten ausgegeben, die an die jeweils spezialisierte Aufgabenstellung nicht ganz zutreffen, sondern nur an eine ähnliche (z.B in DisMod)    Manchmal muss ich mehrmals wiederholen, was ich genau als Ergebnis erwarte, bis ChatGpt meine genauen Anforderungen berücksichtigt    Manchmal frage ich danach, wie ein bestimmter Fehler in meinem Code zu beheben ist und kriege Vorschläge, die überhaupt nicht helfen, sondern meinen Code nur verkomplizieren.","Für kleinere Teilaufgaben oder Aufgaben, bei denen aus gegebenem Text wesentliche Informationen erfasst werden müssen, ist ChatGpt eine gute Unterstützung und spart viel Zeit.  Meist mache ich did Aufgaben alleine und hole mir, wenn ich überhaupt nicht weiterkomme Hints von ChatGpt."
272,2 : Limited (<1 Year),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,0,1,1,0,,5,4,3,4,5,,,
273,2 : Limited (<1 Year),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,0,0,0,1,0,1,"ChatGPt benutze ich, wenn ich die Fehler im Code selbst nicht beheben kann. Allerdings erkennt ChatGPT manchmal nicht, dass es sich hier um einen Fehler geht, auch wenn man ihn darauf hinweist",3,4,3,4,4,ChatGPT kann die Antwort schnell geben. Im Vergleich zu stockexchange muss man zuerst die Laune der Programmierer verstehen und viele Formalitäten zu der Dokumentierung des Problems darlegen. ChatGPT hilft auch mehr abstrakt zu denken,"ChatGPT möchte nicht immer ein Problem lösen, sondern beschreibt kurz die Lösungswege und fordert dich auf, das Problem zu lösen.",Nein
274,1 : None,1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,0,1,0,0,0,0,0,,5,4,3,3,4,"-Schnelle Antworten auf individuelle Probleme  -Es versteht was man möchte, auch wenn man keine korrekten Sätze verwendet  -Ein Account benötigt nur eine E-Mail und es ist kostenlos",-Manchmal sind die Antworten falsch oder nur teilweise richtig  -Gibt auf gleiche Fragen teilweise verschiedene Antworten  -Die Seite lädt manchmal nicht wegen Überlastung  ,
275,2 : Limited (<1 Year),1 : Yes,2 : Daily,1 : Less than 15 minutes,1 : Web Interface,0,0,1,0,0,0,1,0,,4,3,2,2,4,Für schnelle und einfache Antworten  Erklärung zur einer Aufgabe  Verbesserung von Lösungen,Öfters falsches Code  Tut nicht das was es machen soll  Limitierte Hilfe für bestimmte Modulen,Nein
276,2 : Limited (<1 Year),1 : Yes,3 : Weekly,3 : 30-60 minutes,1 : Web Interface,1,1,0,1,0,1,0,0,-,5,4,3,4,4,+ Chatgpt ist sehr benutzerfreundlich und nach den ersten paarmal nutzen normalerweise schon komplett vertrau an den User  + Chatgpt gibt einem interessanten Informationen die man weiter verwenden kann um anderes zu verstehen  + Chatgpt kann bei einem großen code egal wie unordentlich er ist oftmals den Überblick behalten und trotzdem gewünschte Informationen ausgeben oder Debuggen.,- Man braucht oft mehrere prompts bis zum gewünschten Ergebnis.  - Manchmal bezieht er die Aussagen davor nicht richtig ein und kommt deswegen auf falsche Aussagen.  - Manchmal gibt Chatgpt immer das gleiche aus obwohl exakt den Schnipsel erwähnt den es verändern soll es aber nicht verstehe und daher alles sich im Kreis dreht und nix am Ergebnis ändert.  ,Ich finde chatgpt ist eine gute Möglichkeit information zu sammeln aber man sollte sich nie nur auf chatgpt verlassen.  
277,2 : Limited (<1 Year),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,0,1,0,0,0,0,,4,2,3,3,2,1. Die Vereinfachung von Aufgabenstellungen  2. Für Recherche Zwecke  3. Überprüfung von Fehlern,1. Oftmals falsche Ausgabe  2. Andere Ausgabe als vorgesehen  3. Unnötig kompliziert und viele Fachwörter,
278,4 : Advanced (3+ Years),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,1,0,0,0,0,1,,3,2,2,2,2,"-Viel ""boilerplate code"" wird automatisch schnell generiert  -Es kann für lange texte schnell einen algorithmus finden  -wenn man rückfragen hat kann man sie direkt stellen",-stellt oft falsche aussagen als definitiv wahr da  -wenn man evtl falsche aussagen von chatgpt korrigieren will nimmt er die korrektur als unbedingt wahr obwohl man selber vll auch falsch liegt  -komplexe fragendarstellungen müssen in einzelbausteine runtergebrochen werden,
279,1 : None,1 : Yes,3 : Weekly,3 : 30-60 minutes,1 : Web Interface,0,1,1,1,0,0,0,0,,4,4,3,3,5,"1. Chat GPTs Fehlererkennung kann extremst schnell gehen, sodass kleine Programm Ungenauigkeiten kein Problem darstellen    2. Chat GPT kennt Python Commands/Imports die einem evtl. nicht sofort einfallen oder die man erst gar nicht kennt, was zu einer besseren Problemlösung führen kann    3.  Chat GPT kann einem schnell erklären was die jeweiligen Teile des Programms ausgeben/ machen","1. Wenn Chat GPT sich auf eine falschen Code fest entschieden hat, wird es unterschiedliche Varianten des Codes vorschlagen, die alle mehr oder weniger gleich schlecht sind.    2. Manchmal missversteht Chat GPT was das Ziel des Programms sein soll und schickt einem kompletten Unfug    3. Es ist nicht möglich das Chat GPT einen Code schreibt, der in zwei oder mehr unterschiedlichen Sprachen geschrieben ist (oder zumindest habe ich das nicht hinbekommen)","Meines Erachtens bietet sich Chat GPT vor allem besonders gut am am Anfang ein Paar Ideen für den Code bzw. ein Grundgerüst zu haben, auf was man aufbauen kann. Im ""Hauptteil"" ist es dann teilweise mehr irreführend als helfend, Chat GPT kann aber zum Schluss für den ""Feinschliff"" nochmal helfen, damit man kleine Fehler eliminieren kann"
280,4 : Advanced (3+ Years),2 : No,2 : Daily,3 : 30-60 minutes,2 : API Integration (e.g. IDE Plugins like CodeGPT),0,0,1,0,0,0,1,1,"Manchmal lasse ich GitHub Copilot meinen Code optimieren.  Oder ich verwende es, um Entsprechungen von bestimmten Klassen, die es in einer Sprache gibt, für eine andere Sprache zu suchen.",5,1,3,2,1,"Es vereinfacht vor allem repetitive Aufgaben (also bspw. für ein neuronales Netz verschiedene Akivierungsfunktionen programmieren)  Es ist u.U. wesentlich effizienter nach Informationen zu suchen, als auf herkömmliche Weise (Google)  Es generiert wesentlich bessere Docs (für python docstrings, java javadocs etc) als ich schreiben könnte","Mir ist vor allem bei manchen anderen aufgefallen, dass sie sich zu sehr daran gewöhnen und programmieren wieder verlernen (ich selbst zwinge mich deshalb regelmäßig ohne GPT zu programmieren)  Gerade bei komplexerem Code, ist der generierte Code oft fehlerbehaftet (Github Copilot ist da wesentlich zuverlässiger)",
281,2 : Limited (<1 Year),1 : Yes,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,0,0,0,,4,2,3,4,3,- ChatGPT ist in der Lage für einfachere Aufgaben funktionierenden Code zu schreiben. Bei komplexeren Aufgaben können einzelne Codefragmente der KI als Inspiration oder Grundbaustein für eigenen Code dienen.    - ChatGPT kann bestehenden Code ziemlich gut erklären und dem Anwender verständlich machen wie er funktioniert.    - ChatGPTs Verständnis für Kausalität ist bemerkenswert wenn es um Aufgaben mit mehreren Unteraufgaben geht.,"- Ab und zu, scheint ChatGPT bei Fehlern im Code diese nicht zu erkennen und bei wiederholtem Hinweis trotzdem erneut zu machen.    - ChatGPT kann mit mathematischen Aufgaben nicht gut umgehen und gibt oft fehlerhaft Antworten heraus.    - Ab einem Bestimmten Level an Detailgrad ist ChatGPT nicht mehr in der Lage Code noch exakter zu beschrebeiben.",-
282,1 : None,1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,0,0,0,0,0,1,0,,1,3,3,3,2,Falls man Probleme bei einem Code hat kann ChatGPT schon sehr hilfreich sein um Fehler zu erkennen oder um zu schauen auf welche art eine gewisse Aufgabe gelöst werden kann.,ChatGPT macht auch viele Fehler und gibt nicht genaue antworten wieder.,Nein.
283,1 : None,1 : Yes,2 : Daily,1 : Less than 15 minutes,1 : Web Interface,0,0,1,1,0,0,0,1,,5,4,4,4,5,dass es sich die im Chat geschiebenen Nachrichten merkt und darauf auch später eingehen    es kann alle Sprachen     es kann sehr gut den Code nach den eingegebenen Anforderungen anpassen,"wenn es einen Fehler immer und immer wieder macht, obwohl man es daruf aufmerksam macht    es nicht verstht was man genau will ( vor allem bei komplexerern Aufgaben)    man sich nie sicher sein kann ob die Ausgabe wirkich stimmt, weil es sehr von sich überzeugt ist und keine zweifel an der eigenen Antwort angibt",macht eine sehr schnell zu faul etwas richtig zu verstehen oder zu durchdringen
284,1 : None,1 : Yes,2 : Daily,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,0,1,1,,5,3,4,4,4,"- ChatGPT löst Programmieraufgaben sehr gut, somit kann man die generierten Lösungen als Vorlage oder Inspirationsquelle nutzen.  - Man kann auch zuvor erhaltene Antworten präzisieren z.B. bei einer Programmieraufgabe Anforderungen hinzufügen, die erfüllt werden sollen.  - Es ist auch möglich, unterschiedliche Lösungswege anzufragen und sich diese auch schrittweise erklären zu lassen.","- Es kommt (selten) vor, dass ChatGPT eingegebene Fachbegriffe falsch assoziiert und somit eine fehlerhafte oder nicht erwünschte Antwort liefert.  - Manchmal sind angeforderte Erklärungen immernoch nicht verständlich genug.  - Manchmal werden Sachverhalte eher oberflächlich erklärt, sodass aus der generierten Antwort kein tiefgreifendes Verständnis hervorgeht.","ChatGPT ist in vielerlei Hinsicht sehr hilfreich, gerade wenn es um Informatik geht, jedoch ist der Lerneffekt durch den geringen Aufwand eher geringfügig und es wird nicht ausnahmslos alles perfekt gelöst."
